tech,year,learning_rate,scenario,Remanufacturing,Manufacturing,Stockpile
solarPV,2025,LR1,scenario_high_avg_high,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR1,scenario_high_avg_high,32.34458674955628,134.59072864991919,40.000000000000085
solarPV,2035,LR1,scenario_high_avg_high,41.06884009332476,291.6232667291267,40.000000000000085
solarPV,2040,LR1,scenario_high_avg_high,41.06884009332476,433.92004157391284,43.39948329084492
solarPV,2025,LR1,scenario_high_high_min,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR1,scenario_high_high_min,32.344586749556086,134.59072864991924,40.00000000000014
solarPV,2035,LR1,scenario_high_high_min,41.068840093324695,291.6232667291268,40.00000000000014
solarPV,2040,LR1,scenario_high_high_min,41.068840093324695,433.51108018719435,43.68348425384406
solarPV,2025,LR1,scenario_high_high_avg,1.0,29.946851999999964,22.50114800000005
solarPV,2030,LR1,scenario_high_high_avg,32.34458674955606,134.59072864991938,40.0
solarPV,2035,LR1,scenario_high_high_avg,41.06884009332451,291.62326672912695,40.0
solarPV,2040,LR1,scenario_high_high_avg,41.06884009332451,433.51108018719447,43.683484253843915
solarPV,2025,LR1,scenario_high_high_high,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR1,scenario_high_high_high,32.34458674955621,134.5907286499192,40.00000000000011
solarPV,2035,LR1,scenario_high_high_high,41.068840093324724,291.6232667291267,40.00000000000011
solarPV,2040,LR1,scenario_high_high_high,41.068840093324724,433.51108018719424,43.683484253844014
solarPV,2025,LR3_5,scenario_min_min_min,5.777708677120096,9.69941982687994,37.970871495999965
solarPV,2030,LR3_5,scenario_min_min_min,100.00000000000003,74.29205275648015,40.0
solarPV,2035,LR3_5,scenario_min_min_min,195.29560904965635,137.39649777279507,47.356737357004846
solarPV,2040,LR3_5,scenario_min_min_min,266.6997500036024,210.90044647186247,47.356737357004846
solarPV,2025,LR3_5,scenario_min_min_avg,5.777708677120087,9.699419826879948,37.97087149599997
solarPV,2030,LR3_5,scenario_min_min_avg,100.0,74.29205275648015,40.0
solarPV,2035,LR3_5,scenario_min_min_avg,195.29560904965635,137.39649777279507,47.35673735700484
solarPV,2040,LR3_5,scenario_min_min_avg,266.34926098341134,209.50086819991952,47.35673735700484
solarPV,2025,LR3_5,scenario_min_min_high,5.777708677119696,9.69941982688034,37.970871495999965
